Flavor,Technique,Dataset,Duration,AD1_AUC,VUS_PR
Auto profile ,OneClassSVM,METRO,16,0.17300398141589474,0.05558872890182468
Auto profile ,OneClassSVM,METRO,19,0.27554277942509536,0.13217185513374063
Auto profile ,OneClassSVM,METRO,19,0.3102606190229232,0.173469908523806
Auto profile ,OneClassSVM,METRO,19,0.15095528821775572,0.04438771544463598
Auto profile ,OneClassSVM,METRO,20,0.3107489248671481,0.20266093336086455
Auto profile ,OneClassSVM,METRO,18,0.17154026287374236,0.05612711134306493
Auto profile ,OneClassSVM,METRO,17,0.17985910218690257,0.05486516747968563
Auto profile ,OneClassSVM,METRO,19,0.31350590685948776,0.20071419677360913
Auto profile ,OneClassSVM,METRO,17,0.14569435616618107,0.04423710809807407
Auto profile ,OneClassSVM,METRO,18,0.17125114245913814,0.05503496381855165
Auto profile ,OneClassSVM,METRO,17,0.265428336973553,0.04609014847544496
Auto profile ,OneClassSVM,METRO,16,0.1654277871230415,0.05464753169160164
Auto profile ,OneClassSVM,METRO,5,0.0,0.0
Auto profile ,OneClassSVM,METRO,18,0.16497886880499357,0.0549973750266413
Auto profile ,OneClassSVM,METRO,21,0.17569270968940967,0.05957133825103165
Auto profile ,OneClassSVM,METRO,4,0.0,0.0
Auto profile ,OneClassSVM,METRO,21,0.3034505692610947,0.19876429455657976
Auto profile ,OneClassSVM,METRO,20,0.17125114245913814,0.05503496381855165
Auto profile ,OneClassSVM,METRO,18,0.17569270968940967,0.05957133825103165
Auto profile ,OneClassSVM,METRO,19,0.30909956397530514,0.16600809159247473
Auto profile ,OneClassSVM,METRO,19,0.15027867307614293,0.04528506049380214
Auto profile ,OneClassSVM,METRO,19,0.2612783593851033,0.11644413224012556
Auto profile ,OneClassSVM,METRO,20,0.30263415498190094,0.1977535030172875
Auto profile ,OneClassSVM,METRO,5,0.0,0.0
Auto profile ,OneClassSVM,METRO,6,0.0,0.0
Auto profile ,IsolationForest,METRO,12,0.551407948959763,0.2906680979366088
Auto profile ,IsolationForest,METRO,12,0.5463646251637744,0.2623161481505439
Auto profile ,IsolationForest,METRO,24,0.5571835149405278,0.2707150743726261
Auto profile ,IsolationForest,METRO,22,0.5733530144643754,0.28084234124835133
Auto profile ,IsolationForest,METRO,19,0.5812876676721455,0.2998626464572686
Auto profile ,IsolationForest,METRO,19,0.5627644585790815,0.3073411318555567
Auto profile ,IsolationForest,METRO,21,0.6162055388357071,0.29338966585004717
Auto profile ,IsolationForest,METRO,19,0.5094694202544944,0.27676195333641745
Auto profile ,IsolationForest,METRO,20,0.5806617072043652,0.3032987555135595
Auto profile ,IsolationForest,METRO,20,0.622251625654855,0.3127748631721674
Auto profile ,IsolationForest,METRO,21,0.6277602230905388,0.29156973046322404
Auto profile ,IsolationForest,METRO,21,0.544774383338582,0.28045770625312283
Auto profile ,IsolationForest,METRO,19,0.5484913091714375,0.28293178296948474
Auto profile ,IsolationForest,METRO,18,0.6542174712782252,0.29307962016224887
Auto profile ,IsolationForest,METRO,18,0.6847923038589709,0.30288443634631596
Auto profile ,IsolationForest,METRO,18,0.5547573436581603,0.252248973041325
Auto profile ,IsolationForest,METRO,17,0.5513712221657727,0.2752688132815104
Auto profile ,IsolationForest,METRO,20,0.5777722071437065,0.3010439758396783
Auto profile ,IsolationForest,METRO,20,0.5712918278740633,0.2798395235725325
Auto profile ,IsolationForest,METRO,19,0.5813719564304839,0.2584491605005831
Auto profile ,IsolationForest,METRO,18,0.5965890607736888,0.2763611807262269
Auto profile ,IsolationForest,METRO,19,0.5493378583336467,0.2728033136045339
Auto profile ,IsolationForest,METRO,18,0.5017423563903366,0.23369348982515364
Auto profile ,IsolationForest,METRO,18,0.5802098815613875,0.2999672540910705
Auto profile ,IsolationForest,METRO,20,0.6191280230270092,0.28345380863712627
Auto profile ,IsolationForest,METRO,18,0.6138487231772388,0.3017841832639431
Auto profile ,IsolationForest,METRO,21,0.7232621321671647,0.2703033659439269
Auto profile ,IsolationForest,METRO,19,0.4774503146907217,0.1926130863861183
Auto profile ,IsolationForest,METRO,21,0.6150465371406466,0.303222471224433
Auto profile ,IsolationForest,METRO,21,0.6413631210002143,0.3003944590160466
Auto profile ,IsolationForest,METRO,23,0.6536709292412617,0.264877496272474
Auto profile ,IsolationForest,METRO,23,0.44445766596106906,0.23293841250217606
Auto profile ,IsolationForest,METRO,20,0.5426083637944222,0.2669916597398591
Auto profile ,IsolationForest,METRO,21,0.5869087151704419,0.2996308328973543
Auto profile ,IsolationForest,METRO,20,0.5903584621801173,0.29314485750738994
Auto profile ,IsolationForest,METRO,22,0.5398032280811424,0.2952239443691413
Auto profile ,IsolationForest,METRO,22,0.6040245835333743,0.29729212370583147
Auto profile ,IsolationForest,METRO,21,0.6087007029590469,0.2975538202707526
Auto profile ,IsolationForest,METRO,24,0.4549508010519291,0.23665935599357166
Auto profile ,IsolationForest,METRO,23,0.6148859033011831,0.30695666783103764
Auto profile ,IsolationForest,METRO,22,0.7068303114648908,0.3029357821311093
Auto profile ,IsolationForest,METRO,25,0.45942723910899574,0.28891186009346104
Auto profile ,IsolationForest,METRO,21,0.60954131697372,0.2912989291669224
Auto profile ,IsolationForest,METRO,25,0.6324691307995016,0.3093255820384201
Auto profile ,IsolationForest,METRO,25,0.5734152134633099,0.2749931500372775
Auto profile ,IsolationForest,METRO,23,0.5637113927382273,0.30134002088390505
Auto profile ,IsolationForest,METRO,25,0.5568208353854254,0.3199260480413883
Auto profile ,IsolationForest,METRO,21,0.7447325769854133,0.34610089244201125
Auto profile ,IsolationForest,METRO,22,0.552657845983042,0.30185486381460036
Auto profile ,IsolationForest,METRO,25,0.6130310608914497,0.3051390471797449
Auto profile ,TIMEMIXERPP,XJTU,262,0.47500774532448914,0.33429976769266634
Auto profile ,TimeLLMPyPots,XJTU,428,0.42952511577303737,0.25449029271790524
Auto profile ,ChronosSemi,XJTU,34771,0.4528451735774529,0.33609416805364767
Auto profile ,ChronosSemi,XJTU,42873,0.47648389838295074,0.3478253864681188
Auto profile ,ChronosSemi,XJTU,52620,0.5241641077880655,0.3745881068791132
Unsupervised ,ChronosUnsupervised,XJTU,169,0.24099938752026273,0.24635595463151175
Unsupervised ,ChronosUnsupervised,XJTU,126,0.22864806980506897,0.2302005060369325
Unsupervised ,ChronosUnsupervised,XJTU,167,0.2408519118318837,0.24510521634808688
Unsupervised ,ChronosUnsupervised,XJTU,146,0.2791103757759106,0.23008701966878872
Unsupervised ,ChronosUnsupervised,XJTU,130,0.27367146058095915,0.23416727967129752
Unsupervised ,ChronosUnsupervised,XJTU,156,0.32827411979674553,0.2502282942964482
Unsupervised ,ChronosUnsupervised,XJTU,168,0.21816861611198748,0.24917034637989138
Unsupervised ,ChronosUnsupervised,XJTU,128,0.3000786403732693,0.23733506872096044
Unsupervised ,ChronosUnsupervised,XJTU,146,0.25584246006211464,0.2431080476323521
Unsupervised ,ChronosUnsupervised,XJTU,157,0.2339692093384198,0.24385168666802923
Unsupervised ,ChronosUnsupervised,XJTU,123,0.21557307248067364,0.22933542007286484
Unsupervised ,ChronosUnsupervised,XJTU,144,0.28407768197863503,0.24689646768662138
Unsupervised ,ChronosUnsupervised,XJTU,154,0.24018268783731656,0.2362358603977903
Unsupervised ,ChronosUnsupervised,XJTU,137,0.2991601364023633,0.2414245681220164
Unsupervised ,ChronosUnsupervised,XJTU,131,0.27467731177589716,0.2488265837442827
Unsupervised ,ChronosUnsupervised,XJTU,136,0.24846048048798847,0.24773355634574626
Unsupervised ,ChronosUnsupervised,XJTU,118,0.08398446706203896,0.10549104679785147
Unsupervised ,ChronosUnsupervised,XJTU,151,0.24275146362007483,0.2544525968305154
Unsupervised ,ChronosUnsupervised,XJTU,151,0.1679071841412978,0.15817224614332717
Unsupervised ,ChronosUnsupervised,XJTU,126,0.10195957659790691,0.10759750425492373
Unsupervised ,ChronosUnsupervised,XJTU,163,0.23492665450185157,0.2503659334171966
Unsupervised ,ChronosUnsupervised,XJTU,145,0.23829411527863453,0.24332027601694092
Unsupervised ,ChronosUnsupervised,XJTU,157,0.2460966642548786,0.25128165715100975
Unsupervised ,ChronosUnsupervised,XJTU,147,0.3531945369807617,0.23794419560793648
Unsupervised ,ChronosUnsupervised,XJTU,156,0.23702687411490703,0.24353294660268748
Unsupervised ,Sand,XJTU,621,0.02528707740086783,0.03527658283527343
Unsupervised ,Sand,XJTU,728,0.025740283808310685,0.03281926716744116
Unsupervised ,Sand,XJTU,924,0.04910496348688005,0.038201803976087995
Unsupervised ,Sand,XJTU,260,0.030874483135514542,0.04211799314028872
Unsupervised ,Sand,XJTU,987,0.05674700370648553,0.04497624887713057
Unsupervised ,Sand,XJTU,218,0.0375355332527388,0.037213868193200335
Unsupervised ,Sand,XJTU,652,0.021343070572924488,0.0338485040169167
Unsupervised ,Sand,XJTU,1063,0.02030228837153757,0.030306475958232843
Unsupervised ,Sand,XJTU,353,0.02593470654378592,0.037405590458057594
Unsupervised ,Sand,XJTU,925,0.02027371919338656,0.030284297020896134
Unsupervised ,Sand,XJTU,264,0.04185920931223694,0.0482869837488208
Unsupervised ,Sand,XJTU,386,0.055461161249083596,0.04213149056108914
Unsupervised ,Sand,XJTU,384,0.03221513351137187,0.048498105295966765
Unsupervised ,Sand,XJTU,442,0.024277069080320627,0.03499678729972106
Unsupervised ,Sand,XJTU,674,0.07852424089896033,0.05997098406250957
Unsupervised ,Sand,XJTU,177,0.06462119517721593,0.05341171532440063
Unsupervised ,Sand,XJTU,1057,0.018456514499810103,0.028423967359690216
Unsupervised ,Sand,XJTU,724,0.06354042294653847,0.055176357526703766
Unsupervised ,Sand,XJTU,1207,0.017115677776350865,0.027629340293552195
Unsupervised ,Sand,XJTU,1093,0.02665598384497319,0.037727956100859494
Unsupervised ,Sand,XJTU,698,0.05923704501673689,0.05732387524708191
Unsupervised ,Sand,XJTU,381,0.036188376669840004,0.04544869624285805
Unsupervised ,Sand,XJTU,1069,0.023281225435113746,0.029938348290415553
Unsupervised ,Sand,XJTU,1208,0.047480773242125685,0.042801295129761247
Unsupervised ,Sand,XJTU,1197,0.06467425549218042,0.04469859968370263
Unsupervised ,Sand,XJTU,418,0.040368194314526956,0.04512129266137943
Unsupervised ,Sand,XJTU,275,0.026342465879319894,0.035557559511768186
Unsupervised ,Sand,XJTU,855,0.037419506523996865,0.04074880941631675
Unsupervised ,Sand,XJTU,869,0.026290135168236646,0.03512345861574279
Unsupervised ,Sand,XJTU,171,0.02915449749446602,0.03411211852073481
Unsupervised ,Sand,XJTU,364,0.04298689525618275,0.0526919211409229
Unsupervised ,Sand,XJTU,349,0.07963953697916208,0.0716476958773795
Unsupervised ,Sand,XJTU,381,0.026032222036335886,0.032459822209686975
Unsupervised ,Sand,XJTU,278,0.039616821000898333,0.04124953980871501
Unsupervised ,Sand,XJTU,279,0.04637119904444391,0.049223699627227384
Unsupervised ,Sand,XJTU,245,0.04434784016114919,0.046954905638251845
Unsupervised ,Sand,XJTU,958,0.034339830053819645,0.0384952032798948
Unsupervised ,Sand,XJTU,951,0.034397328015490586,0.0452515022024067
Unsupervised ,Sand,XJTU,275,0.021212948446359334,0.03126010303841397
Unsupervised ,Sand,XJTU,171,0.02899830385051861,0.040665544868121434
Unsupervised ,Sand,XJTU,637,0.035164201585296054,0.04210485823808662
Unsupervised ,Sand,XJTU,270,0.10583862067280815,0.06509071930553315
Unsupervised ,Sand,XJTU,901,0.028780417091987077,0.033651497806920706
Unsupervised ,Sand,XJTU,636,0.03650013931843514,0.04169988882884074
Unsupervised ,Sand,XJTU,296,0.026445802242675048,0.03707697354196922
Unsupervised ,Sand,XJTU,204,0.046651471548903756,0.052320331978676346
Unsupervised ,Sand,XJTU,660,0.02833399392920598,0.03646430684386304
Unsupervised ,Sand,XJTU,656,0.028188673878110852,0.0362757408305949
Unsupervised ,Sand,XJTU,28113,0.4169676481303664,0.13024415057356575
Incremental ,NeighborProfile,XJTU,1094,0.042684537853224055,0.03479747653582811
Incremental ,NeighborProfile,XJTU,2411,0.0,0.0
Incremental ,NeighborProfile,XJTU,2826,0.0,0.0
Incremental ,NeighborProfile,XJTU,2718,0.0,0.0
Incremental ,NeighborProfile,XJTU,2981,0.0,0.0
Incremental ,NeighborProfile,XJTU,4860,0.027615171805960174,0.025239003396145505
Incremental ,NeighborProfile,XJTU,1295,0.0721149798035254,0.030759913006502278
Incremental ,NeighborProfile,XJTU,4417,0.025748458077364023,0.0263582370312669
Incremental ,NeighborProfile,XJTU,4971,0.036529057145505445,0.030411649186377163
Incremental ,NeighborProfile,XJTU,2164,0.0,0.0
Incremental ,NeighborProfile,XJTU,5669,0.0,0.0
Incremental ,NeighborProfile,XJTU,9717,0.0,0.0
Incremental ,NeighborProfile,XJTU,853,0.019558533513288904,0.026069499938688477
Incremental ,NeighborProfile,XJTU,5670,0.036327564958976405,0.033922700520099464
Incremental ,NeighborProfile,XJTU,2062,0.05262787056576056,0.030353144244821124
Incremental ,NeighborProfile,XJTU,702,0.0,0.0
Incremental ,NeighborProfile,XJTU,4110,0.027508821929384357,0.04211147398924034
Incremental ,NeighborProfile,XJTU,387,0.05852352922150293,0.03639354426720778
Incremental ,NeighborProfile,XJTU,991,0.0,0.0
Incremental ,NeighborProfile,XJTU,394,0.03800549311735051,0.06446183553245782
Incremental ,NeighborProfile,XJTU,6817,0.0,0.0
Incremental ,NeighborProfile,XJTU,2818,0.0,0.0
Incremental ,NeighborProfile,XJTU,2331,0.0,0.0
Incremental ,NeighborProfile,XJTU,1370,0.0,0.0
Incremental ,NeighborProfile,XJTU,1019,0.0,0.0
Incremental ,NeighborProfile,XJTU,2460,0.0,0.0
Incremental ,NeighborProfile,XJTU,5235,0.06526611801062412,0.06555854334506224
Incremental ,NeighborProfile,XJTU,6362,0.0,0.0
Incremental ,NeighborProfile,XJTU,5812,0.023427728670886338,0.02666096338931073
Incremental ,NeighborProfile,XJTU,6205,0.0,0.0
Incremental ,NeighborProfile,XJTU,264,0.05176728131784336,0.03160764884056124
Incremental ,NeighborProfile,XJTU,3284,0.02759031426258609,0.029212458705726713
Incremental ,NeighborProfile,XJTU,5987,0.0,0.0
Incremental ,NeighborProfile,XJTU,5827,0.0,0.0
Incremental ,NeighborProfile,XJTU,1013,0.0,0.0
Incremental ,NeighborProfile,XJTU,6272,0.07460721037746931,0.04230887777167561
Incremental ,NeighborProfile,XJTU,1618,0.060470022883524654,0.03618791140120715
Incremental ,NeighborProfile,XJTU,598,0.056069319703312456,0.03781856184805278
Incremental ,NeighborProfile,XJTU,536,0.0,0.0
Incremental ,NeighborProfile,XJTU,432,0.0,0.0
Incremental ,NeighborProfile,XJTU,3264,0.05537337202535608,0.03660519725069839
Incremental ,NeighborProfile,XJTU,3291,0.03721220055773168,0.10781610058911319
Incremental ,NeighborProfile,XJTU,3362,0.0,0.0
Incremental ,NeighborProfile,XJTU,3930,0.0,0.0
Incremental ,NeighborProfile,XJTU,2359,0.0,0.0
Incremental ,NeighborProfile,XJTU,2714,0.03376322542110833,0.04719534828484972
Incremental ,NeighborProfile,XJTU,7323,0.0,0.0
Incremental ,NeighborProfile,XJTU,970,0.0,0.0
Incremental ,NeighborProfile,XJTU,4264,0.019767416744331145,0.02075587220190184
Incremental ,NeighborProfile,XJTU,1202,0.0,0.0
Incremental ,LTSF,XJTU,36578,0.0,0.0
Incremental ,LTSF,XJTU,35999,0.0,0.0
Incremental ,LTSF,XJTU,31862,0.0,0.0
Incremental ,LTSF,XJTU,67065,0.0,0.0
Incremental ,LTSF,XJTU,14706,0.0,0.0
Incremental ,LTSF,XJTU,21287,0.0,0.0
Incremental ,LTSF,XJTU,37697,0.0,0.0
Incremental ,LTSF,XJTU,23311,0.24488462797485638,0.14257696510035517
Incremental ,LTSF,XJTU,21135,0.0,0.0
Incremental ,LTSF,XJTU,39985,0.0,0.0
Incremental ,LTSF,XJTU,21544,0.3478905922444597,0.16989701453836567
Incremental ,LTSF,XJTU,34961,0.3594030959439475,0.2028286853840681
Incremental ,LTSF,XJTU,59432,0.0,0.0
Incremental ,LTSF,XJTU,17555,0.5038806539563421,0.15125329705927243
Incremental ,LTSF,XJTU,7444,0.41324583455898245,0.19824610662341724
Incremental ,LTSF,XJTU,10408,0.4065956345344379,0.17105561469196648
Incremental ,LTSF,XJTU,11285,0.3454439878245585,0.22298962044246373
Incremental ,LTSF,XJTU,20207,0.4421820855858687,0.15945432864746314
Incremental ,LTSF,XJTU,12248,0.28454073935285445,0.1495904163423263
Incremental ,LTSF,XJTU,25799,0.0,0.0
Incremental ,LTSF,XJTU,24359,0.43410745434127207,0.26344890081774247
Incremental ,LTSF,XJTU,27941,0.3318105129779827,0.2684839853911417
Incremental ,LTSF,XJTU,59112,0.0,0.0
Incremental ,LTSF,XJTU,23473,0.39928787907862834,0.1799619483485252
Incremental ,LTSF,XJTU,39671,0.3419666661295677,0.15006798838633162
Incremental ,LTSF,XJTU,52354,0.0,0.0
Incremental ,LTSF,XJTU,30867,0.5204444214978131,0.39384634843673444
Incremental ,TranAD,XJTU,1569,0.6661384519434633,0.43936735474425626
Incremental ,TranAD,XJTU,609,0.5232418157469142,0.4345555738650222
Incremental ,TranAD,XJTU,2585,0.6538381544787516,0.4389618266574336
Incremental ,TranAD,XJTU,2388,0.6601174274462047,0.4392147097126926
Incremental ,TranAD,XJTU,1889,0.5587447163754009,0.43745591235230125
Incremental ,TranAD,XJTU,3761,0.5257698868286417,0.43921248238239174
Incremental ,TranAD,XJTU,1357,0.6639518553065127,0.4395442026104152
Incremental ,TranAD,XJTU,3775,0.5749448157167052,0.43710769193965004
Incremental ,TranAD,XJTU,572,0.528965766497422,0.43874402085990244
Incremental ,TranAD,XJTU,4078,0.6261114917203753,0.4386666681021396
Incremental ,TranAD,XJTU,1618,0.5151248425125602,0.4372095819262231
Incremental ,TranAD,XJTU,1616,0.6737757369469355,0.43864189116731606
Incremental ,TranAD,XJTU,1296,0.5762942577405173,0.44093927639651875
Incremental ,TranAD,XJTU,1555,0.6528592316816186,0.441137739826705
Incremental ,TranAD,XJTU,1409,0.5299611480618127,0.43984383525392584
Incremental ,TranAD,XJTU,1755,0.5831998971793049,0.4370696840642581
Incremental ,TranAD,XJTU,1433,0.6526994570697002,0.440681760648686
Incremental ,TranAD,XJTU,1437,0.6743097825996784,0.4403801954281037
Incremental ,TranAD,XJTU,1215,0.6559510226758498,0.4371253124328859
Incremental ,TranAD,XJTU,600,0.5585481265286008,0.4382616969556685
Incremental ,TranAD,XJTU,1722,0.6624927404420018,0.43944539245323216
Incremental ,TranAD,XJTU,884,0.6138329842010513,0.4382086674144141
Incremental ,TranAD,XJTU,815,0.6525357544412456,0.43748039153392565
Incremental ,TranAD,XJTU,528,0.6533587759963148,0.4385676515819561
Incremental ,TranAD,XJTU,1414,0.6570476351156767,0.43878571204246164
Incremental ,USAD,XJTU,953,0.02538306939250254,0.03204495259852754
Incremental ,USAD,XJTU,549,0.023546856612906873,0.03043492239573684
Incremental ,USAD,XJTU,1098,0.01718963545302088,0.026504792107402468
Incremental ,USAD,XJTU,1037,0.015398242607323398,0.023999738233205763
Incremental ,USAD,XJTU,3741,0.016525873922132325,0.022255164568280764
Incremental ,USAD,XJTU,2456,0.034558129379880766,0.024215341850836323
Incremental ,USAD,XJTU,875,0.023148615444652763,0.028520239883150018
Incremental ,USAD,XJTU,1204,0.02302120262340031,0.025975835529480337
Incremental ,USAD,XJTU,1534,0.03632134857316793,0.024947878895327538
Incremental ,USAD,XJTU,799,0.01916631006374541,0.028333615514379074
Incremental ,USAD,XJTU,1252,0.02253625226306301,0.02668151767378684
Incremental ,USAD,XJTU,1014,0.01631624267303755,0.024169949751652223
Incremental ,USAD,XJTU,469,0.0306989282229404,0.03177691180579986
Incremental ,USAD,XJTU,1053,0.03710314627353646,0.034427400895199606
Incremental ,USAD,XJTU,2420,0.01573342245730785,0.023374174599359383
Incremental ,USAD,XJTU,2011,0.014535048431264927,0.01960299384642316
Incremental ,USAD,XJTU,2389,0.036433432978817584,0.03445213660078706
Incremental ,USAD,XJTU,819,0.015255709096984786,0.024081543361937102
Incremental ,USAD,XJTU,897,0.011433018884649582,0.02059767823812785
Incremental ,USAD,XJTU,364,0.04369162140339031,0.034450621779875026
Incremental ,USAD,XJTU,770,0.012665074124278905,0.018984077680836844
Incremental ,USAD,XJTU,985,0.028829903706328697,0.032242557064881966
Incremental ,USAD,XJTU,377,0.01947295843411287,0.028135465683871683
Incremental ,USAD,XJTU,1537,0.02014891896317321,0.020568333762578727
Incremental ,USAD,XJTU,331,0.017265454167301613,0.0239038907972263
Auto profile ,LTSF,XJTU,162,0.40082031769944726,0.3072080295431059
Auto profile ,LTSF,XJTU,670,0.3090403357656182,0.24891778722908883
Auto profile ,LTSF,XJTU,403,0.304904544213826,0.23538584580599256
Auto profile ,LTSF,XJTU,285,0.36299521133858637,0.31970247777078026
Auto profile ,LTSF,XJTU,701,0.6018966417127567,0.29966887939918896
Auto profile ,LTSF,XJTU,816,0.3568123965767419,0.22658606217521168
Auto profile ,LTSF,XJTU,320,0.47797534040926365,0.3258470150209618
Auto profile ,LTSF,XJTU,188,0.7654188096128021,0.48345070903962534
Auto profile ,LTSF,XJTU,161,0.2663492029128476,0.22406269540831827
Auto profile ,LTSF,XJTU,577,0.493716652311206,0.23780274252326253
Auto profile ,LTSF,XJTU,200,0.652615982215639,0.4451361000730254
Auto profile ,LTSF,XJTU,212,0.6356566859863629,0.40688426385134835
Auto profile ,LTSF,XJTU,370,0.26973004409016516,0.22984960621160194
Auto profile ,LTSF,XJTU,217,0.49534120899505985,0.2601020934345682
Auto profile ,LTSF,XJTU,188,0.3376275492956572,0.2936068630578342
Auto profile ,LTSF,XJTU,222,0.5298917795531928,0.392478552061453
Auto profile ,LTSF,XJTU,157,0.3785395146762803,0.26816703335701175
Auto profile ,LTSF,XJTU,220,0.3828617710499827,0.31813046085138214
Auto profile ,LTSF,XJTU,789,0.4606037577847642,0.26825996822303755
Auto profile ,LTSF,XJTU,1369,0.39487046572399903,0.28376180258187733
Auto profile ,LTSF,XJTU,788,0.5643027676043485,0.24588692935789844
Auto profile ,LTSF,XJTU,228,0.4400494905143775,0.3401989868838852
Auto profile ,LTSF,XJTU,449,0.2152018928282088,0.20543156092475953
Auto profile ,LTSF,XJTU,329,0.3375882513289335,0.2630763818382371
Auto profile ,LTSF,XJTU,223,0.397922536276159,0.3042498992204358
Auto profile ,USAD,XJTU,24,0.044193983920564235,0.05382377789700722
Auto profile ,USAD,XJTU,14,0.039314495887441694,0.04563132825240204
Auto profile ,USAD,XJTU,44,0.09453732776500814,0.0689744526479702
Auto profile ,USAD,XJTU,15,0.04448640576022657,0.055603874639290694
Auto profile ,USAD,XJTU,15,0.03363915083783843,0.039936624807406416
Auto profile ,USAD,XJTU,19,0.03631441816927129,0.03449821540263121
Auto profile ,USAD,XJTU,26,0.06102992791297247,0.05017075485915892
Auto profile ,USAD,XJTU,40,0.0377078138079938,0.048054870566747586
Auto profile ,USAD,XJTU,45,0.02992132329780987,0.07236549963694697
Auto profile ,USAD,XJTU,30,0.0732726047185646,0.06708574491830095
Auto profile ,USAD,XJTU,42,0.1254677249778724,0.08449815705080002
Auto profile ,USAD,XJTU,43,0.12968847116637977,0.08340204078234076
Auto profile ,USAD,XJTU,47,0.12074153082733996,0.06865011096369364
Auto profile ,USAD,XJTU,50,0.06671037095520688,0.06132691459965841
Auto profile ,USAD,XJTU,51,0.08434452313453053,0.07573106712641871
Auto profile ,USAD,XJTU,51,0.07269720715036175,0.07512292648315039
Auto profile ,USAD,XJTU,48,0.08344495206642441,0.06552871317433942
Auto profile ,USAD,XJTU,48,0.06390151675292617,0.06609019461818173
Auto profile ,USAD,XJTU,50,0.08263043007499021,0.05504007831689824
Auto profile ,USAD,XJTU,46,0.04303856915793534,0.05595583499263528
Auto profile ,USAD,XJTU,49,0.12080911764444556,0.07299597344943479
Auto profile ,USAD,XJTU,53,0.1154175437779505,0.06638901794346203
Auto profile ,USAD,XJTU,18,0.04196488549039259,0.049489569204996316
Auto profile ,USAD,XJTU,46,0.07849110836388734,0.05886148964799095
Auto profile ,USAD,XJTU,54,0.11793043664469507,0.07871775528862437
Auto profile ,TranAD,XJTU,139,0.6307078070108071,0.44133358152241275
Auto profile ,TranAD,XJTU,134,0.6697354357936837,0.4387812199875099
Auto profile ,TranAD,XJTU,137,0.6551232325873794,0.44122785870288106
Auto profile ,TranAD,XJTU,174,0.6653449376637868,0.4399544744670403
Auto profile ,TranAD,XJTU,182,0.6532520045000132,0.4382028808033728
Auto profile ,TranAD,XJTU,175,0.5377140401856134,0.44421335013511537
Auto profile ,TranAD,XJTU,184,0.6292422474717891,0.4367404985699186
Auto profile ,TranAD,XJTU,189,0.6131307479939335,0.44154258326383544
Auto profile ,TranAD,XJTU,191,0.519291011376118,0.4363783533203191
Auto profile ,TranAD,XJTU,195,0.6540485770232753,0.4407696451095602
Auto profile ,TranAD,XJTU,187,0.669279011914236,0.43586572307851323
Auto profile ,TranAD,XJTU,187,0.6779073054464558,0.441993499898632
Auto profile ,TranAD,XJTU,186,0.5040933909935565,0.4322191643528486
Auto profile ,TranAD,XJTU,194,0.6649325963269848,0.43780926249140495
Auto profile ,TranAD,XJTU,194,0.5362767138912286,0.4428332331476106
Auto profile ,TranAD,XJTU,198,0.6704593128388396,0.4384755439317396
Auto profile ,TranAD,XJTU,189,0.6520553855442855,0.44045308990475635
Auto profile ,TranAD,XJTU,199,0.6673669838063759,0.44442608796658506
Auto profile ,TranAD,XJTU,194,0.675445264770179,0.44110949925296566
Auto profile ,TranAD,XJTU,186,0.5229750764434355,0.43671525142164047
Auto profile ,TranAD,XJTU,185,0.6736404287845648,0.44019437026347835
Auto profile ,TranAD,XJTU,193,0.5209717875857505,0.43647941358399317
Auto profile ,TranAD,XJTU,203,0.6577425779296742,0.43868960533053614
Auto profile ,TranAD,XJTU,197,0.6515841440379873,0.43982404234431566
Auto profile ,TranAD,XJTU,191,0.6698715495476575,0.44087842267810445
Unsupervised ,NeighborProfile,XJTU,158,0.016812606482045023,0.022828315173618344
Unsupervised ,NeighborProfile,XJTU,3213,0.6476584489795918,0.11885069934554712
Unsupervised ,NeighborProfile,XJTU,6367,0.0,0.0
Unsupervised ,NeighborProfile,XJTU,507,0.014666285164635803,0.023584576456660216
Unsupervised ,NeighborProfile,XJTU,4508,0.0,0.0
Unsupervised ,NeighborProfile,XJTU,8794,0.0,0.0
Unsupervised ,NeighborProfile,XJTU,628,0.10447172515623583,0.0427066401005531
Unsupervised ,NeighborProfile,XJTU,3151,0.024344442009169416,0.02787064003363811
Unsupervised ,NeighborProfile,XJTU,3397,0.018267831626161697,0.027288909823392018
Unsupervised ,NeighborProfile,XJTU,3262,0.017996973830425072,0.02189062247716601
Unsupervised ,NeighborProfile,XJTU,5079,0.0,0.0
Unsupervised ,NeighborProfile,XJTU,2253,0.09069458377855298,0.0336916102895716
Unsupervised ,NeighborProfile,XJTU,2407,0.0547246163212035,0.03657762578593862
Unsupervised ,NeighborProfile,XJTU,2638,0.09613361998613691,0.036206521450372224
Unsupervised ,NeighborProfile,XJTU,4459,0.029529151375102137,0.028372175403721167
Unsupervised ,NeighborProfile,XJTU,573,0.03225930437324396,0.03012303268288576
Unsupervised ,NeighborProfile,XJTU,852,0.024978295430937457,0.02919762873743481
Unsupervised ,NeighborProfile,XJTU,9631,0.11685898963439448,0.027785112066763262
Unsupervised ,NeighborProfile,XJTU,489,0.028921244291755292,0.0298990341138166
Unsupervised ,NeighborProfile,XJTU,4564,0.04775817464294256,0.031628984134428176
Unsupervised ,NeighborProfile,XJTU,1510,0.08197047049059956,0.03779338909724254
Unsupervised ,NeighborProfile,XJTU,252,0.022911050089954837,0.02609025968047354
